"timestamp","log_control_reduction","log_control_ecoli","control_total_cod_mgcod_per_gvss","control_total_pn_to_ps","control_lb_cod_mgcod_per_gvss","control_lb_proteins_mg_per_gvss","control_lb_carbs_mg_per_gvss","control_tb_cod_mgcod_per_gvss","control_tb_proteins_mg_per_gvss","control_tb_carbs_mgcarb_per_gvss","control_tb_pn_to_ps","AB9A_DO_mg_per_L","AB9A_NO5_mgN_per_L","AB9A_NH3_mg_N_per_L","AB9C_NH3_mg_N_per_L","NSI_TEMP_C","Clarifier_9_SLR_ppd_sf","AB9_INF_FLOW_MGD","AB9A_AIRFLOW_SCFM","Control_NSEC_ASRT","Control_ASRT_d","Control_Floc_SRT_d","Control_Granule_SRT_d","Control_AGS_Weighted_SRT_d","Control_Floc_percent","Control_Granule_percent"
2023-02-28,7.421316882567,7.97933889526233,441.9,3.61,117.3134328,24.97679104,7.963880597,324.6268657,112.0569403,29.98902985,3.74,0.91099601640682,0.0318780376599707,5.74509679722273,0.791767113100842,14.2745543493786,43.2720985412598,13.7452147567747,756.504793594807,6.262470245,6.181916401,6.181916401,6.744843041,6.228898428,91.65396975,8.346030251
2023-03-02,4.57965859833068,10.5891064666753,441.9,3.61,117.3134328,24.97679104,7.963880597,324.6268657,112.0569403,29.98902985,3.74,1.92284992759138,0.017388984266432,5.19844302403467,0.28234015816977,14.8174240728764,43.2720985412598,13.6933900304561,982.156077330503,6.21737957,5.632494815,5.632494815,6.141355678,5.674658042,91.71419325,8.285806749
2023-03-09,1.47797477287364,10.2255710517052,441.9,3.61,117.3134328,24.97679104,7.963880597,324.6268657,112.0569403,29.98902985,3.74,1.67596959635882,0.0222513614763716,7.14727523356295,0.734260930575701,15.0098948566186,43.2720985412598,14.0169763565063,1240.11593005816,12.33922768,10.80985151,10.80985151,11.66308711,10.8722716,92.68430736,7.315692642
2023-03-14,5.5060822254596,10.1226230824528,379.8,2.35,86.94915254,18.9440678,7.757627119,292.8813559,84.12711864,36.02711864,2.34,0.927324493036065,0.00105708071876958,7.83424437384373,1.63357427986869,15.1905896928023,43.2720985412598,14.0169763565063,1035.1685609692,8.484887123,10.80985151,10.80985151,11.66308711,10.8722716,92.68430736,7.315692642
2023-03-16,5.74289360477283,9.36734412078585,379.8,2.35,86.94915254,18.9440678,7.757627119,292.8813559,84.12711864,36.02711864,2.34,1.89554294480982,0.0140450774170666,6.50113665123926,0.304926317763338,15.1230276544749,43.2720985412598,14.0169763565063,1398.49786041089,8.067644119,7.007562881,7.007562881,7.678863999,7.066249321,91.25780691,8.742193091
2023-03-21,5.47284023085617,9.37585481045376,379.8,2.35,86.94915254,18.9440678,7.757627119,292.8813559,84.12711864,36.02711864,2.34,1.97834048807338,0.0228111212230135,6.06672922534054,0.316789897917398,15.3514148295904,43.2720985412598,14.0169763565063,1257.85346391076,3.494632483,4.8111644,4.8111644,5.219487446,4.843107711,92.17695128,7.82304872
2023-03-24,2.66913478485254,9.48036750918924,379.8,2.35,86.94915254,18.9440678,7.757627119,292.8813559,84.12711864,36.02711864,2.34,1.67968660711266,0.00118862540220208,6.00268688854686,0.822420753892013,15.364377750184,43.2720985412598,14.0169763565063,1064.76923403665,5.674162865,4.8111644,4.8111644,5.219487446,4.843107711,92.17695128,7.82304872
2023-03-28,2.6200393237795,8.60520406873895,443.9,2.4,104.0559441,16.5065035,8.14048951,339.8601399,90.83622378,36.4927972,2.49,2.47030764281109,0.00058814538273819,8.05123674624692,2.60702404435972,15.3277147283709,43.2720985412598,14.0169763565063,1253.60119134933,9.428341866,8.177122434,8.177122434,8.798129615,8.220955605,92.9416,7.058400003
2023-03-30,5.46481388219759,9.5324238711453,443.9,2.4,104.0559441,16.5065035,8.14048951,339.8601399,90.83622378,36.4927972,2.49,1.27750057323878,0.00097710081945135,6.75936629036678,1.42496417752752,15.514127493043,43.2720985412598,14.0169763565063,914.732397751036,10.76514626,9.314675975,9.314675975,10.12903375,9.380149011,91.96016326,8.039836737
2023-04-04,5.95572092791835,9.78695373628018,488.7,2.29,109.7368421,16.33781955,8.467894737,378.9473684,100.2505263,42.51338346,2.36,1.31959158689096,0.00047158388744209,6.6470003887842,1.46911193983555,15.4353837379192,43.2720985412598,14.0169763565063,933.743291184855,5.483862877,6.13651349,6.13651349,6.588920874,6.16757661,93.1338167,6.866183296
2023-04-06,5.57390739323479,9.65502619323763,488.7,2.29,109.7368421,16.33781955,8.467894737,378.9473684,100.2505263,42.51338346,2.36,1.21245492958603,0.0130059081803899,6.01146265973514,0.70495718348597,15.6987112806211,43.2720985412598,14.0169763565063,873.869383437555,4.506177902,5.501988332,5.501988332,5.973022355,5.539134192,92.11397523,7.886024773
